ID_Pago,ID_Poliza,Fecha_Pago,Monto_Pago,Estado_Pago,Metodo_Pago
PAG-01122,POL-0143,2025-01-22,134.33,Pendiente,Efectivo
PAG-01123,POL-0143,2025-02-21,134.33,Completado,Efectivo
PAG-01124,POL-0143,2025-03-23,134.33,Completado,Transferencia
PAG-01125,POL-0144,2024-12-17,272.09,Completado,Transferencia
PAG-01126,POL-0144,2025-01-16,272.09,Pendiente,Tarjeta
PAG-01127,POL-0144,2025-02-15,272.09,Completado,Efectivo
PAG-01128,POL-0144,2025-03-17,272.09,Completado,Transferencia
PAG-01129,POL-0144,2025-04-16,272.09,Completado,Efectivo
PAG-01130,POL-0144,2025-05-16,272.09,Completado,Tarjeta
PAG-01131,POL-0144,2025-06-15,272.09,Completado,Efectivo
PAG-01132,POL-0144,2025-07-15,272.09,Completado,Transferencia
PAG-01133,POL-0144,2025-08-14,272.09,Completado,Efectivo
PAG-01134,POL-0144,2025-09-13,272.09,Completado,Tarjeta
PAG-01135,POL-0144,2025-10-13,272.09,Completado,Efectivo
PAG-01136,POL-0145,2024-12-29,92.76,Completado,Tarjeta
PAG-01137,POL-0145,2025-01-28,92.76,Completado,Tarjeta
PAG-01138,POL-0145,2025-02-27,92.76,Completado,Transferencia
PAG-01139,POL-0145,2025-03-29,92.76,Completado,Transferencia
PAG-01140,POL-0145,2025-04-28,92.76,Completado,Transferencia
PAG-01141,POL-0145,2025-05-28,92.76,Completado,Efectivo
PAG-01142,POL-0145,2025-06-27,92.76,Pendiente,Tarjeta
PAG-01143,POL-0145,2025-07-27,92.76,Completado,Efectivo
PAG-01144,POL-0145,2025-08-26,92.76,Completado,Efectivo
PAG-01145,POL-0145,2025-09-25,92.76,Completado,Tarjeta
PAG-01146,POL-0146,2024-04-29,121.3,Pendiente,Tarjeta
PAG-01147,POL-0146,2024-05-29,121.3,Completado,Tarjeta
PAG-01148,POL-0146,2024-06-28,121.3,Completado,Tarjeta
PAG-01149,POL-0146,2024-07-28,121.3,Completado,Tarjeta
PAG-01150,POL-0146,2024-08-27,121.3,Completado,Tarjeta
PAG-01151,POL-0146,2024-09-26,121.3,Pendiente,Transferencia
PAG-01152,POL-0146,2024-10-26,121.3,Pendiente,Transferencia
PAG-01153,POL-0146,2024-11-25,121.3,Completado,Transferencia
PAG-01154,POL-0146,2024-12-25,121.3,Completado,Tarjeta
PAG-01155,POL-0146,2025-01-24,121.3,Completado,Tarjeta
PAG-01156,POL-0146,2025-02-23,121.3,Completado,Tarjeta
PAG-01157,POL-0146,2025-03-25,121.3,Pendiente,Transferencia
PAG-01158,POL-0146,2025-04-24,121.3,Completado,Transferencia
PAG-01159,POL-0147,2025-05-10,155.91,Pendiente,Transferencia
PAG-01160,POL-0147,2025-06-09,155.91,Completado,Efectivo
PAG-01161,POL-0147,2025-07-09,155.91,Completado,Tarjeta
PAG-01162,POL-0147,2025-08-08,155.91,Completado,Transferencia
PAG-01163,POL-0147,2025-09-07,155.91,Completado,Efectivo
PAG-01164,POL-0147,2025-10-07,155.91,Completado,Efectivo
PAG-01165,POL-0148,2024-06-12,288.57,Completado,Transferencia
PAG-01166,POL-0148,2024-07-12,288.57,Completado,Tarjeta
PAG-01167,POL-0148,2024-08-11,288.57,Completado,Efectivo
PAG-01168,POL-0148,2024-09-10,288.57,Completado,Efectivo
PAG-01169,POL-0148,2024-10-10,288.57,Completado,Efectivo
PAG-01170,POL-0148,2024-11-09,288.57,Completado,Efectivo
PAG-01171,POL-0148,2024-12-09,288.57,Completado,Tarjeta
PAG-01172,POL-0148,2025-01-08,288.57,Completado,Transferencia
PAG-01173,POL-0148,2025-02-07,288.57,Completado,Tarjeta
PAG-01174,POL-0148,2025-03-09,288.57,Pendiente,Efectivo
PAG-01175,POL-0148,2025-04-08,288.57,Completado,Efectivo
PAG-01176,POL-0148,2025-05-08,288.57,Completado,Efectivo
PAG-01177,POL-0148,2025-06-07,288.57,Completado,Transferencia
PAG-01178,POL-0149,2024-09-18,196.1,Completado,Transferencia
PAG-01179,POL-0149,2024-10-18,196.1,Completado,Efectivo
PAG-01180,POL-0149,2024-11-17,196.1,Completado,Efectivo
PAG-01181,POL-0149,2024-12-17,196.1,Completado,Tarjeta
PAG-01182,POL-0149,2025-01-16,196.1,Pendiente,Tarjeta
PAG-01183,POL-0149,2025-02-15,196.1,Completado,Tarjeta
PAG-01184,POL-0149,2025-03-17,196.1,Completado,Tarjeta
PAG-01185,POL-0149,2025-04-16,196.1,Completado,Efectivo
PAG-01186,POL-0149,2025-05-16,196.1,Completado,Tarjeta
PAG-01187,POL-0149,2025-06-15,196.1,Completado,Efectivo
PAG-01188,POL-0149,2025-07-15,196.1,Completado,Transferencia
PAG-01189,POL-0149,2025-08-14,196.1,Completado,Efectivo
PAG-01190,POL-0149,2025-09-13,196.1,Completado,Tarjeta
PAG-01191,POL-0150,2024-08-04,167.59,Completado,Transferencia
PAG-01192,POL-0150,2024-09-03,167.59,Completado,Tarjeta
PAG-01193,POL-0150,2024-10-03,167.59,Completado,Tarjeta
PAG-01194,POL-0150,2024-11-02,167.59,Completado,Transferencia
PAG-01195,POL-0150,2024-12-02,167.59,Completado,Transferencia
PAG-01196,POL-0150,2025-01-01,167.59,Completado,Transferencia
PAG-01197,POL-0150,2025-01-31,167.59,Pendiente,Tarjeta
PAG-01198,POL-0150,2025-03-02,167.59,Completado,Efectivo
PAG-01199,POL-0150,2025-04-01,167.59,Completado,Transferencia
PAG-01200,POL-0150,2025-05-01,167.59,Completado,Tarjeta
PAG-01201,POL-0150,2025-05-31,167.59,Completado,Efectivo
PAG-01202,POL-0150,2025-06-30,167.59,Completado,Transferencia
PAG-01203,POL-0150,2025-07-30,167.59,Completado,Efectivo
PAG-01204,POL-0151,2025-09-30,177.58,Completado,Transferencia
PAG-01205,POL-0154,2024-08-15,187.16,Completado,Tarjeta
PAG-01206,POL-0154,2024-09-14,187.16,Completado,Tarjeta
PAG-01207,POL-0154,2024-10-14,187.16,Completado,Transferencia
PAG-01208,POL-0154,2024-11-13,187.16,Completado,Transferencia
PAG-01209,POL-0154,2024-12-13,187.16,Completado,Efectivo
PAG-01210,POL-0154,2025-01-12,187.16,Completado,Tarjeta
PAG-01211,POL-0154,2025-02-11,187.16,Completado,Transferencia
PAG-01212,POL-0154,2025-03-13,187.16,Completado,Efectivo
PAG-01213,POL-0154,2025-04-12,187.16,Completado,Efectivo
PAG-01214,POL-0154,2025-05-12,187.16,Completado,Transferencia
PAG-01215,POL-0154,2025-06-11,187.16,Completado,Tarjeta
PAG-01216,POL-0154,2025-07-11,187.16,Completado,Transferencia
PAG-01217,POL-0154,2025-08-10,187.16,Completado,Transferencia
PAG-01218,POL-0155,2024-03-19,129.24,Completado,Transferencia
PAG-01219,POL-0155,2024-04-18,129.24,Completado,Transferencia
PAG-01220,POL-0155,2024-05-18,129.24,Completado,Efectivo
PAG-01221,POL-0155,2024-06-17,129.24,Completado,Efectivo
PAG-01222,POL-0155,2024-07-17,129.24,Completado,Efectivo
PAG-01223,POL-0155,2024-08-16,129.24,Completado,Transferencia
PAG-01224,POL-0155,2024-09-15,129.24,Completado,Transferencia
PAG-01225,POL-0155,2024-10-15,129.24,Completado,Efectivo
PAG-01226,POL-0155,2024-11-14,129.24,Pendiente,Transferencia
PAG-01227,POL-0155,2024-12-14,129.24,Completado,Tarjeta
PAG-01228,POL-0155,2025-01-13,129.24,Completado,Tarjeta
PAG-01229,POL-0155,2025-02-12,129.24,Completado,Transferencia
PAG-01230,POL-0155,2025-03-14,129.24,Pendiente,Transferencia
PAG-01231,POL-0157,2024-03-18,228.88,Completado,Tarjeta
PAG-01232,POL-0157,2024-04-17,228.88,Completado,Tarjeta
PAG-01233,POL-0157,2024-05-17,228.88,Completado,Tarjeta
PAG-01234,POL-0157,2024-06-16,228.88,Completado,Transferencia
PAG-01235,POL-0157,2024-07-16,228.88,Completado,Tarjeta
PAG-01236,POL-0157,2024-08-15,228.88,Completado,Efectivo
PAG-01237,POL-0157,2024-09-14,228.88,Completado,Tarjeta
PAG-01238,POL-0157,2024-10-14,228.88,Completado,Efectivo
PAG-01239,POL-0157,2024-11-13,228.88,Completado,Tarjeta
PAG-01240,POL-0157,2024-12-13,228.88,Completado,Transferencia
PAG-01241,POL-0157,2025-01-12,228.88,Completado,Tarjeta
PAG-01242,POL-0157,2025-02-11,228.88,Pendiente,Tarjeta
PAG-01243,POL-0157,2025-03-13,228.88,Completado,Transferencia
PAG-01244,POL-0158,2023-11-29,193.08,Pendiente,Efectivo
PAG-01245,POL-0158,2023-12-29,193.08,Completado,Transferencia
PAG-01246,POL-0158,2024-01-28,193.08,Pendiente,Tarjeta
PAG-01247,POL-0158,2024-02-27,193.08,Completado,Efectivo
PAG-01248,POL-0158,2024-03-28,193.08,Completado,Tarjeta
PAG-01249,POL-0158,2024-04-27,193.08,Completado,Efectivo
PAG-01250,POL-0158,2024-05-27,193.08,Completado,Transferencia
PAG-01251,POL-0158,2024-06-26,193.08,Completado,Transferencia
PAG-01252,POL-0158,2024-07-26,193.08,Completado,Efectivo
PAG-01253,POL-0158,2024-08-25,193.08,Completado,Transferencia
PAG-01254,POL-0158,2024-09-24,193.08,Completado,Tarjeta
PAG-01255,POL-0158,2024-10-24,193.08,Completado,Efectivo
PAG-01256,POL-0158,2024-11-23,193.08,Pendiente,Tarjeta
PAG-01257,POL-0160,2024-11-30,284.34,Completado,Tarjeta
PAG-01258,POL-0160,2024-12-30,284.34,Completado,Efectivo
PAG-01259,POL-0160,2025-01-29,284.34,Completado,Tarjeta
PAG-01260,POL-0160,2025-02-28,284.34,Completado,Efectivo
PAG-01261,POL-0160,2025-03-30,284.34,Completado,Efectivo
PAG-01262,POL-0160,2025-04-29,284.34,Completado,Efectivo
PAG-01263,POL-0160,2025-05-29,284.34,Completado,Transferencia
PAG-01264,POL-0160,2025-06-28,284.34,Completado,Efectivo
PAG-01265,POL-0160,2025-07-28,284.34,Completado,Transferencia
PAG-01266,POL-0160,2025-08-27,284.34,Completado,Efectivo
PAG-01267,POL-0160,2025-09-26,284.34,Completado,Efectivo
PAG-01268,POL-0161,2024-01-28,31.32,Completado,Efectivo
PAG-01269,POL-0161,2024-02-27,31.32,Completado,Efectivo
PAG-01270,POL-0161,2024-03-28,31.32,Completado,Transferencia
PAG-01271,POL-0161,2024-04-27,31.32,Completado,Transferencia
PAG-01272,POL-0161,2024-05-27,31.32,Completado,Tarjeta
PAG-01273,POL-0161,2024-06-26,31.32,Completado,Transferencia
PAG-01274,POL-0161,2024-07-26,31.32,Pendiente,Transferencia
PAG-01275,POL-0161,2024-08-25,31.32,Completado,Transferencia
PAG-01276,POL-0161,2024-09-24,31.32,Completado,Efectivo
PAG-01277,POL-0161,2024-10-24,31.32,Completado,Tarjeta
PAG-01278,POL-0161,2024-11-23,31.32,Pendiente,Transferencia
PAG-01279,POL-0161,2024-12-23,31.32,Completado,Efectivo
PAG-01280,POL-0161,2025-01-22,31.32,Completado,Transferencia
PAG-01281,POL-0162,2024-01-20,217.88,Completado,Tarjeta
PAG-01282,POL-0162,2024-02-19,217.88,Completado,Transferencia
PAG-01283,POL-0162,2024-03-20,217.88,Completado,Efectivo
PAG-01284,POL-0162,2024-04-19,217.88,Pendiente,Tarjeta
PAG-01285,POL-0162,2024-05-19,217.88,Completado,Tarjeta
PAG-01286,POL-0162,2024-06-18,217.88,Completado,Transferencia
PAG-01287,POL-0162,2024-07-18,217.88,Completado,Tarjeta
PAG-01288,POL-0162,2024-08-17,217.88,Completado,Transferencia
PAG-01289,POL-0162,2024-09-16,217.88,Completado,Efectivo
PAG-01290,POL-0162,2024-10-16,217.88,Completado,Tarjeta
PAG-01291,POL-0162,2024-11-15,217.88,Completado,Tarjeta
PAG-01292,POL-0162,2024-12-15,217.88,Completado,Transferencia
PAG-01293,POL-0162,2025-01-14,217.88,Completado,Transferencia
PAG-01294,POL-0163,2025-03-25,153.45,Completado,Transferencia
PAG-01295,POL-0163,2025-04-24,153.45,Completado,Efectivo
PAG-01296,POL-0163,2025-05-24,153.45,Completado,Transferencia
PAG-01297,POL-0163,2025-06-23,153.45,Completado,Tarjeta
PAG-01298,POL-0163,2025-07-23,153.45,Completado,Transferencia
PAG-01299,POL-0163,2025-08-22,153.45,Completado,Transferencia
PAG-01300,POL-0163,2025-09-21,153.45,Completado,Efectivo
PAG-01301,POL-0163,2025-10-21,153.45,Completado,Transferencia
PAG-01302,POL-0164,2025-03-16,116.56,Completado,Tarjeta
PAG-01303,POL-0164,2025-04-15,116.56,Completado,Efectivo
PAG-01304,POL-0164,2025-05-15,116.56,Completado,Efectivo
PAG-01305,POL-0164,2025-06-14,116.56,Completado,Tarjeta
PAG-01306,POL-0164,2025-07-14,116.56,Completado,Efectivo
PAG-01307,POL-0164,2025-08-13,116.56,Completado,Tarjeta
PAG-01308,POL-0164,2025-09-12,116.56,Completado,Tarjeta
PAG-01309,POL-0164,2025-10-12,116.56,Completado,Transferencia
PAG-01310,POL-0165,2024-07-04,209.4,Completado,Transferencia
PAG-01311,POL-0165,2024-08-03,209.4,Completado,Tarjeta
PAG-01312,POL-0165,2024-09-02,209.4,Pendiente,Efectivo
PAG-01313,POL-0165,2024-10-02,209.4,Completado,Efectivo
PAG-01314,POL-0165,2024-11-01,209.4,Completado,Transferencia
PAG-01315,POL-0165,2024-12-01,209.4,Completado,Transferencia
PAG-01316,POL-0165,2024-12-31,209.4,Completado,Tarjeta
PAG-01317,POL-0165,2025-01-30,209.4,Completado,Tarjeta
PAG-01318,POL-0165,2025-03-01,209.4,Pendiente,Efectivo
PAG-01319,POL-0165,2025-03-31,209.4,Pendiente,Efectivo
PAG-01320,POL-0165,2025-04-30,209.4,Completado,Efectivo
PAG-01321,POL-0165,2025-05-30,209.4,Completado,Tarjeta
PAG-01322,POL-0165,2025-06-29,209.4,Completado,Efectivo
PAG-01323,POL-0166,2024-09-06,244.87,Completado,Tarjeta
PAG-01324,POL-0166,2024-10-06,244.87,Completado,Transferencia
PAG-01325,POL-0166,2024-11-05,244.87,Pendiente,Efectivo
PAG-01326,POL-0166,2024-12-05,244.87,Completado,Efectivo
PAG-01327,POL-0166,2025-01-04,244.87,Completado,Tarjeta
PAG-01328,POL-0166,2025-02-03,244.87,Completado,Tarjeta
PAG-01329,POL-0166,2025-03-05,244.87,Completado,Transferencia
PAG-01330,POL-0166,2025-04-04,244.87,Completado,Transferencia
PAG-01331,POL-0166,2025-05-04,244.87,Completado,Transferencia
PAG-01332,POL-0166,2025-06-03,244.87,Pendiente,Efectivo
PAG-01333,POL-0166,2025-07-03,244.87,Completado,Efectivo
PAG-01334,POL-0166,2025-08-02,244.87,Completado,Efectivo
PAG-01335,POL-0166,2025-09-01,244.87,Completado,Tarjeta
PAG-01336,POL-0169,2025-07-17,42.59,Completado,Efectivo
PAG-01337,POL-0169,2025-08-16,42.59,Pendiente,Transferencia
PAG-01338,POL-0169,2025-09-15,42.59,Completado,Tarjeta
PAG-01339,POL-0169,2025-10-15,42.59,Completado,Efectivo
PAG-01340,POL-0171,2024-06-06,159.7,Completado,Transferencia
PAG-01341,POL-0171,2024-07-06,159.7,Completado,Transferencia
PAG-01342,POL-0171,2024-08-05,159.7,Pendiente,Tarjeta
PAG-01343,POL-0171,2024-09-04,159.7,Completado,Transferencia
PAG-01344,POL-0171,2024-10-04,159.7,Completado,Tarjeta
PAG-01345,POL-0171,2024-11-03,159.7,Completado,Transferencia
PAG-01346,POL-0171,2024-12-03,159.7,Completado,Tarjeta
PAG-01347,POL-0171,2025-01-02,159.7,Completado,Efectivo
PAG-01348,POL-0171,2025-02-01,159.7,Completado,Efectivo
PAG-01349,POL-0171,2025-03-03,159.7,Completado,Tarjeta
PAG-01350,POL-0171,2025-04-02,159.7,Completado,Tarjeta
PAG-01351,POL-0171,2025-05-02,159.7,Completado,Transferencia
PAG-01352,POL-0171,2025-06-01,159.7,Completado,Efectivo
PAG-01353,POL-0172,2024-11-21,196.26,Completado,Transferencia
PAG-01354,POL-0172,2024-12-21,196.26,Completado,Transferencia
PAG-01355,POL-0172,2025-01-20,196.26,Completado,Transferencia
PAG-01356,POL-0172,2025-02-19,196.26,Completado,Efectivo
PAG-01357,POL-0172,2025-03-21,196.26,Completado,Transferencia
PAG-01358,POL-0172,2025-04-20,196.26,Completado,Tarjeta
PAG-01359,POL-0172,2025-05-20,196.26,Completado,Tarjeta
PAG-01360,POL-0172,2025-06-19,196.26,Pendiente,Transferencia
PAG-01361,POL-0172,2025-07-19,196.26,Completado,Tarjeta
PAG-01362,POL-0172,2025-08-18,196.26,Pendiente,Transferencia
PAG-01363,POL-0172,2025-09-17,196.26,Completado,Tarjeta
PAG-01364,POL-0172,2025-10-17,196.26,Pendiente,Transferencia
PAG-01365,POL-0173,2024-02-18,209.36,Completado,Efectivo
PAG-01366,POL-0173,2024-03-19,209.36,Completado,Efectivo
PAG-01367,POL-0173,2024-04-18,209.36,Completado,Transferencia
PAG-01368,POL-0173,2024-05-18,209.36,Completado,Transferencia
PAG-01369,POL-0173,2024-06-17,209.36,Completado,Transferencia
PAG-01370,POL-0173,2024-07-17,209.36,Completado,Tarjeta
PAG-01371,POL-0173,2024-08-16,209.36,Pendiente,Tarjeta
PAG-01372,POL-0173,2024-09-15,209.36,Completado,Tarjeta
PAG-01373,POL-0173,2024-10-15,209.36,Completado,Efectivo
PAG-01374,POL-0173,2024-11-14,209.36,Completado,Transferencia
PAG-01375,POL-0173,2024-12-14,209.36,Completado,Efectivo
PAG-01376,POL-0173,2025-01-13,209.36,Completado,Transferencia
PAG-01377,POL-0173,2025-02-12,209.36,Completado,Transferencia
PAG-01378,POL-0174,2023-12-30,130.43,Completado,Tarjeta
PAG-01379,POL-0174,2024-01-29,130.43,Completado,Transferencia
PAG-01380,POL-0174,2024-02-28,130.43,Completado,Transferencia
PAG-01381,POL-0174,2024-03-29,130.43,Completado,Transferencia
PAG-01382,POL-0174,2024-04-28,130.43,Completado,Efectivo
PAG-01383,POL-0174,2024-05-28,130.43,Completado,Tarjeta
PAG-01384,POL-0174,2024-06-27,130.43,Completado,Efectivo
PAG-01385,POL-0174,2024-07-27,130.43,Pendiente,Efectivo
PAG-01386,POL-0174,2024-08-26,130.43,Completado,Tarjeta
PAG-01387,POL-0174,2024-09-25,130.43,Completado,Tarjeta
PAG-01388,POL-0174,2024-10-25,130.43,Completado,Transferencia
PAG-01389,POL-0174,2024-11-24,130.43,Completado,Tarjeta
PAG-01390,POL-0174,2024-12-24,130.43,Pendiente,Transferencia
PAG-01391,POL-0175,2024-03-31,180.47,Completado,Tarjeta
PAG-01392,POL-0175,2024-04-30,180.47,Completado,Tarjeta
PAG-01393,POL-0175,2024-05-30,180.47,Completado,Tarjeta
PAG-01394,POL-0175,2024-06-29,180.47,Completado,Transferencia
PAG-01395,POL-0175,2024-07-29,180.47,Completado,Efectivo
PAG-01396,POL-0175,2024-08-28,180.47,Completado,Efectivo
PAG-01397,POL-0175,2024-09-27,180.47,Pendiente,Transferencia
PAG-01398,POL-0175,2024-10-27,180.47,Completado,Transferencia
PAG-01399,POL-0175,2024-11-26,180.47,Completado,Transferencia
PAG-01400,POL-0175,2024-12-26,180.47,Completado,Transferencia
PAG-01401,POL-0175,2025-01-25,180.47,Completado,Efectivo
PAG-01402,POL-0175,2025-02-24,180.47,Completado,Transferencia
PAG-01403,POL-0175,2025-03-26,180.47,Completado,Efectivo
PAG-01404,POL-0176,2025-01-18,217.49,Completado,Transferencia
PAG-01405,POL-0176,2025-02-17,217.49,Completado,Tarjeta
PAG-01406,POL-0176,2025-03-19,217.49,Completado,Efectivo
PAG-01407,POL-0176,2025-04-18,217.49,Completado,Transferencia
PAG-01408,POL-0176,2025-05-18,217.49,Pendiente,Tarjeta
PAG-01409,POL-0176,2025-06-17,217.49,Completado,Efectivo
PAG-01410,POL-0176,2025-07-17,217.49,Completado,Tarjeta
PAG-01411,POL-0176,2025-08-16,217.49,Completado,Transferencia
PAG-01412,POL-0176,2025-09-15,217.49,Completado,Transferencia
PAG-01413,POL-0176,2025-10-15,217.49,Completado,Tarjeta
PAG-01414,POL-0177,2024-11-19,102.1,Completado,Tarjeta
PAG-01415,POL-0177,2024-12-19,102.1,Completado,Transferencia
PAG-01416,POL-0177,2025-01-18,102.1,Completado,Tarjeta
PAG-01417,POL-0177,2025-02-17,102.1,Completado,Tarjeta
PAG-01418,POL-0177,2025-03-19,102.1,Completado,Transferencia
PAG-01419,POL-0177,2025-04-18,102.1,Completado,Transferencia
PAG-01420,POL-0177,2025-05-18,102.1,Completado,Efectivo
PAG-01421,POL-0177,2025-06-17,102.1,Completado,Efectivo
PAG-01422,POL-0177,2025-07-17,102.1,Completado,Tarjeta
PAG-01423,POL-0177,2025-08-16,102.1,Completado,Transferencia
PAG-01424,POL-0177,2025-09-15,102.1,Completado,Efectivo
PAG-01425,POL-0177,2025-10-15,102.1,Pendiente,Transferencia
PAG-01426,POL-0178,2025-02-21,263.36,Completado,Tarjeta
PAG-01427,POL-0178,2025-03-23,263.36,Completado,Transferencia
PAG-01428,POL-0178,2025-04-22,263.36,Completado,Transferencia
PAG-01429,POL-0178,2025-05-22,263.36,Completado,Transferencia
PAG-01430,POL-0178,2025-06-21,263.36,Completado,Efectivo
PAG-01431,POL-0178,2025-07-21,263.36,Completado,Tarjeta
PAG-01432,POL-0178,2025-08-20,263.36,Completado,Efectivo
PAG-01433,POL-0178,2025-09-19,263.36,Pendiente,Efectivo
PAG-01434,POL-0178,2025-10-19,263.36,Completado,Transferencia
PAG-01435,POL-0180,2025-10-11,143.82,Completado,Efectivo
PAG-01436,POL-0181,2023-11-10,58.22,Completado,Transferencia
PAG-01437,POL-0181,2023-12-10,58.22,Completado,Efectivo
PAG-01438,POL-0181,2024-01-09,58.22,Completado,Efectivo
PAG-01439,POL-0181,2024-02-08,58.22,Completado,Transferencia
PAG-01440,POL-0181,2024-03-09,58.22,Completado,Tarjeta
PAG-01441,POL-0181,2024-04-08,58.22,Pendiente,Tarjeta
PAG-01442,POL-0181,2024-05-08,58.22,Completado,Tarjeta
PAG-01443,POL-0181,2024-06-07,58.22,Completado,Efectivo
PAG-01444,POL-0181,2024-07-07,58.22,Completado,Tarjeta
PAG-01445,POL-0181,2024-08-06,58.22,Completado,Efectivo
PAG-01446,POL-0181,2024-09-05,58.22,Completado,Tarjeta
PAG-01447,POL-0181,2024-10-05,58.22,Completado,Transferencia
PAG-01448,POL-0181,2024-11-04,58.22,Completado,Transferencia
PAG-01449,POL-0182,2024-04-02,33.69,Completado,Tarjeta
PAG-01450,POL-0182,2024-05-02,33.69,Pendiente,Tarjeta
PAG-01451,POL-0182,2024-06-01,33.69,Completado,Transferencia
PAG-01452,POL-0182,2024-07-01,33.69,Completado,Efectivo
PAG-01453,POL-0182,2024-07-31,33.69,Completado,Transferencia
PAG-01454,POL-0182,2024-08-30,33.69,Completado,Transferencia
PAG-01455,POL-0182,2024-09-29,33.69,Pendiente,Tarjeta
PAG-01456,POL-0182,2024-10-29,33.69,Completado,Efectivo
PAG-01457,POL-0182,2024-11-28,33.69,Completado,Transferencia
PAG-01458,POL-0182,2024-12-28,33.69,Completado,Transferencia
PAG-01459,POL-0182,2025-01-27,33.69,Pendiente,Efectivo
PAG-01460,POL-0182,2025-02-26,33.69,Completado,Efectivo
PAG-01461,POL-0182,2025-03-28,33.69,Completado,Transferencia
PAG-01462,POL-0183,2024-10-17,266.37,Completado,Transferencia
PAG-01463,POL-0183,2024-11-16,266.37,Completado,Efectivo
PAG-01464,POL-0183,2024-12-16,266.37,Completado,Tarjeta
PAG-01465,POL-0183,2025-01-15,266.37,Completado,Transferencia
PAG-01466,POL-0183,2025-02-14,266.37,Completado,Tarjeta
PAG-01467,POL-0183,2025-03-16,266.37,Completado,Efectivo
PAG-01468,POL-0183,2025-04-15,266.37,Completado,Tarjeta
PAG-01469,POL-0183,2025-05-15,266.37,Completado,Efectivo
PAG-01470,POL-0183,2025-06-14,266.37,Completado,Transferencia
PAG-01471,POL-0183,2025-07-14,266.37,Completado,Efectivo
PAG-01472,POL-0183,2025-08-13,266.37,Completado,Efectivo
PAG-01473,POL-0183,2025-09-12,266.37,Completado,Efectivo
PAG-01474,POL-0183,2025-10-12,266.37,Completado,Tarjeta
PAG-01475,POL-0184,2023-11-12,141.52,Completado,Tarjeta
PAG-01476,POL-0184,2023-12-12,141.52,Completado,Transferencia
PAG-01477,POL-0184,2024-01-11,141.52,Completado,Transferencia
PAG-01478,POL-0184,2024-02-10,141.52,Completado,Transferencia
PAG-01479,POL-0184,2024-03-11,141.52,Completado,Transferencia
PAG-01480,POL-0184,2024-04-10,141.52,Completado,Efectivo
PAG-01481,POL-0184,2024-05-10,141.52,Pendiente,Transferencia
PAG-01482,POL-0184,2024-06-09,141.52,Completado,Transferencia
PAG-01483,POL-0184,2024-07-09,141.52,Completado,Efectivo
PAG-01484,POL-0184,2024-08-08,141.52,Completado,Efectivo
PAG-01485,POL-0184,2024-09-07,141.52,Completado,Efectivo
PAG-01486,POL-0184,2024-10-07,141.52,Completado,Efectivo
PAG-01487,POL-0184,2024-11-06,141.52,Completado,Transferencia
PAG-01488,POL-0185,2025-10-19,71.55,Completado,Transferencia
PAG-01489,POL-0186,2024-02-15,295.68,Pendiente,Tarjeta
PAG-01490,POL-0186,2024-03-16,295.68,Completado,Tarjeta
PAG-01491,POL-0186,2024-04-15,295.68,Completado,Efectivo
PAG-01492,POL-0186,2024-05-15,295.68,Completado,Tarjeta
PAG-01493,POL-0186,2024-06-14,295.68,Completado,Efectivo
PAG-01494,POL-0186,2024-07-14,295.68,Completado,Transferencia
PAG-01495,POL-0186,2024-08-13,295.68,Pendiente,Transferencia
PAG-01496,POL-0186,2024-09-12,295.68,Completado,Transferencia
PAG-01497,POL-0186,2024-10-12,295.68,Completado,Transferencia
PAG-01498,POL-0186,2024-11-11,295.68,Completado,Efectivo
PAG-01499,POL-0186,2024-12-11,295.68,Pendiente,Tarjeta
PAG-01500,POL-0186,2025-01-10,295.68,Completado,Efectivo
PAG-01501,POL-0186,2025-02-09,295.68,Completado,Transferencia
PAG-01502,POL-0187,2024-10-19,127.84,Completado,Transferencia
PAG-01503,POL-0187,2024-11-18,127.84,Completado,Efectivo
PAG-01504,POL-0187,2024-12-18,127.84,Completado,Efectivo
PAG-01505,POL-0187,2025-01-17,127.84,Completado,Tarjeta
PAG-01506,POL-0187,2025-02-16,127.84,Completado,Efectivo
PAG-01507,POL-0187,2025-03-18,127.84,Completado,Transferencia
PAG-01508,POL-0187,2025-04-17,127.84,Completado,Efectivo
PAG-01509,POL-0187,2025-05-17,127.84,Completado,Efectivo
PAG-01510,POL-0187,2025-06-16,127.84,Completado,Transferencia
PAG-01511,POL-0187,2025-07-16,127.84,Completado,Efectivo
PAG-01512,POL-0187,2025-08-15,127.84,Completado,Transferencia
PAG-01513,POL-0187,2025-09-14,127.84,Completado,Efectivo
PAG-01514,POL-0187,2025-10-14,127.84,Pendiente,Transferencia
PAG-01515,POL-0188,2025-03-06,296.92,Pendiente,Transferencia
PAG-01516,POL-0188,2025-04-05,296.92,Pendiente,Tarjeta
PAG-01517,POL-0188,2025-05-05,296.92,Completado,Tarjeta
PAG-01518,POL-0188,2025-06-04,296.92,Pendiente,Tarjeta
PAG-01519,POL-0188,2025-07-04,296.92,Completado,Transferencia
PAG-01520,POL-0188,2025-08-03,296.92,Completado,Tarjeta
PAG-01521,POL-0188,2025-09-02,296.92,Pendiente,Transferencia
PAG-01522,POL-0188,2025-10-02,296.92,Completado,Tarjeta
PAG-01523,POL-0189,2025-09-10,134.54,Completado,Transferencia
PAG-01524,POL-0189,2025-10-10,134.54,Completado,Transferencia
